,geometry,GCX_OID,Address,Legal Description,Legal Type,Folio,PID,Additional PIDs,Plan Number,Land Use Code,Zoning,Zoning Description,Garbage Zone,Approximate Site Area (m²),Street View
13348,Geocortex.Gis.Geometries.Polygon,822,1250 BARBERRY DR,"LOT 117, BLOCK 6N, SECTION 6, RANGE 1E, NEW WEST DISTRICT, PLAN NWP31159",LAND,927335-000,006-579-256,No,31159,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,697.2578125,Click for Google StreetView
13350,Geocortex.Gis.Geometries.Polygon,0,2943 COAST MERIDIAN RD,"LOT 13, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP17811, GROUP 1",LAND,586544-000,009-826-785,No,17811,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,701.94775390625,Click for Google StreetView
13352,Geocortex.Gis.Geometries.Polygon,3,1461 RHINE CRES,"LOT 24, SECTION 6, NEW WEST DISTRICT, PLAN LMP11337, B6NRIE",LAND,765046-024,018-347-711,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,453.3076171875,Click for Google StreetView
13356,Geocortex.Gis.Geometries.Polygon,8,1416 RHINE CRES,"LOT 45, SECTION 6, NEW WEST DISTRICT, PLAN LMP11337, B6NRIE",LAND,765046-045,018-347-924,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,393.6650390625,Click for Google StreetView
13361,Geocortex.Gis.Geometries.Polygon,23,1537 SUFFOLK AVE,"LOT 372, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP53713",LAND,585551-000,005-166-471,No,53713,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,501.005859375,Click for Google StreetView
13362,Geocortex.Gis.Geometries.Polygon,26,1354 LARKSPUR DR,"LOT 54, SECTION 6, TOWNSHIP 40, NEW WEST DISTRICT, PLAN NWP22446",LAND,927054-000,009-274-995,No,22446,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,797.4296875,Click for Google StreetView
13364,Geocortex.Gis.Geometries.Polygon,30,2850 COAST MERIDIAN RD,"LOT 11, BLOCK 6N, SECTION 6, TOWNSHIP 40, RANGE 1E, NEW WEST DISTRICT, PLAN NWP20585",LAND,927011-000,008-871-353,No,20585,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,738.48828125,Click for Google StreetView
13365,Geocortex.Gis.Geometries.Polygon,31,2793 COAST MERIDIAN RD,"LOT 9, DISTRICT LOT 480, NEW WEST DISTRICT, PLAN NWP19261, GROUP 1, EXCEPTPLAN BCP34458, DEDICATED RD",LAND,622095-000,010-470-611,No,19261,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,790.12158203125,Click for Google StreetView
13366,Geocortex.Gis.Geometries.Polygon,32,1398 RHINE CLOSE,"LOT 17, BLOCK 6NRIE, SECTION 6, NEW WEST DISTRICT, PLAN LMP18417",LAND,762020-017,018-929-265,No,LMP18417,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,374.6689453125,Click for Google StreetView
13368,Geocortex.Gis.Geometries.Polygon,35,1532 MANNING AVE,"LOT 13, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP2294",LAND,584017-013,012-609-188,No,2294,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,373.460693359375,Click for Google StreetView
13369,Geocortex.Gis.Geometries.Polygon,36,1386 RIVERWOOD GATE,"LOT 5, SECTION 6, NEW WEST DISTRICT, PLAN LMP18417",LAND,762020-005,018-929-125,No,LMP18417,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,565.35595703125,Click for Google StreetView
13370,Geocortex.Gis.Geometries.Polygon,38,2762 COAST MERIDIAN RD,"LOT 3, BLOCK 6N, SECTION 6, RANGE 1E, NEW WEST DISTRICT, PLAN LMP11337",LAND,765046-003,018-347-509,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,404.68701171875,Click for Google StreetView
13371,Geocortex.Gis.Geometries.Polygon,39,1550 MANNING AVE,"LOT C, BLOCK 29, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP2294",LAND,584013-000,001-134-205,No,2294,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,746.88427734375,Click for Google StreetView
13372,Geocortex.Gis.Geometries.Polygon,43,3061 COAST MERIDIAN RD,"LOT 22, BLOCK 30, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP2294",LAND,584022-022,012-609-692,No,2294,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,373.054443359375,Click for Google StreetView
13373,Geocortex.Gis.Geometries.Polygon,46,1351 LARKSPUR DR,"LOT 48, BLOCK 6, SECTION 6, TOWNSHIP 40, NEW WEST DISTRICT, PLAN NWP22446, N RGE 1 E",LAND,927048-000,001-678-698,No,22446,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,853.3515625,Click for Google StreetView
13374,Geocortex.Gis.Geometries.Polygon,50,1420 LARKSPUR DR,"LOT 37, SECTION 6, TOWNSHIP 40, NEW WEST DISTRICT, PLAN NWP22445, N RGE 1 E",LAND,927037-000,005-201-268,No,22445,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,945.177734375,Click for Google StreetView
13380,Geocortex.Gis.Geometries.Polygon,71,1363 RIVERWOOD GATE,"LOT 11, SECTION 6, NEW WEST DISTRICT, PLAN LMP18417",LAND,762020-011,018-929-184,No,LMP18417,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,499.546630859375,Click for Google StreetView
13383,Geocortex.Gis.Geometries.Polygon,75,2930 SEFTON ST,"LOT 86, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP35033",LAND,586516-000,007-105-304,No,35033,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,696.4189453125,Click for Google StreetView
13385,Geocortex.Gis.Geometries.Polygon,77,1438 RHINE CRES,"LOT 56, SECTION 6, NEW WEST DISTRICT, PLAN LMP11337, B6NRIE",LAND,765046-056,018-348-033,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,419.696044921875,Click for Google StreetView
13387,Geocortex.Gis.Geometries.Polygon,80,1468 RHINE CRES,"LOT 35, SECTION 6, NEW WEST DISTRICT, PLAN LMP18417",LAND,762020-035,018-929-494,No,LMP18417,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,423.933837890625,Click for Google StreetView
13388,Geocortex.Gis.Geometries.Polygon,81,2890 COAST MERIDIAN RD,"LOT 9, BLOCK 6N, SECTION 6, RANGE 1E, NEW WEST DISTRICT, PLAN NWP20585",LAND,927009-000,008-871-329,No,20585,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,696.988525390625,Click for Google StreetView
13390,Geocortex.Gis.Geometries.Polygon,84,1444 RHINE CRES,"LOT 11, BLOCK 6N, SECTION 6, RANGE 1E, NEW WEST DISTRICT, PLAN LMP11337",LAND,765046-011,018-347-584,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,644.846435546875,Click for Google StreetView
13391,Geocortex.Gis.Geometries.Polygon,85,1456 RHINE CRES,"LOT 17, SECTION 6, NEW WEST DISTRICT, PLAN LMP11337, B6NRIE",LAND,765046-017,018-347-649,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,459.8408203125,Click for Google StreetView
13401,Geocortex.Gis.Geometries.Polygon,114,1545 COQUITLAM AVE,"LOT 27, BLOCK 29, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP2294, GROUP 1",LAND,584040-000,012-609-382,No,2294,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,373.447021484375,Click for Google StreetView
13402,Geocortex.Gis.Geometries.Polygon,115,1540 FRASER AVE,"LOT 11, BLOCK 30, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP2294, GROUP 1 & LOT 12, BLOCK 30, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP2294, GROUP 1",LAND,584056-000,012-609-552,Yes,2294,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,373.047119140625,Click for Google StreetView
13404,Geocortex.Gis.Geometries.Polygon,117,2877 ROSEWOOD ST,"LOT 14, BLOCK 6N, SECTION 6, RANGE 1E, NEW WEST DISTRICT, PLAN NWP21039",LAND,927014-000,003-697-860,No,21039,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,696.4716796875,Click for Google StreetView
13405,Geocortex.Gis.Geometries.Polygon,119,1546 ST ALBERT AVE,"LOT 230, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP45195, GROUP 1, & DL 480",LAND,587524-031,005-860-709,No,45195,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,581.611328125,Click for Google StreetView
13411,Geocortex.Gis.Geometries.Polygon,134,1348 BARBERRY DR,"LOT 68, BLOCK 6N, SECTION 6, TOWNSHIP 40, RANGE 1E, NEW WEST DISTRICT, PLAN NWP22446",LAND,927302-000,005-068-690,No,22446,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,853.52490234375,Click for Google StreetView
13412,Geocortex.Gis.Geometries.Polygon,135,1441 LARKSPUR DR,"LOT 20, SECTION 6, TOWNSHIP 40, NEW WEST DISTRICT, PLAN NWP21039",LAND,927020-000,010-194-045,No,21039,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,774.298828125,Click for Google StreetView
13413,Geocortex.Gis.Geometries.Polygon,137,1426 RHINE CRES,"LOT 50, BLOCK 6, SECTION 6, NEW WEST DISTRICT, PLAN LMP11337, B6NRIE",LAND,765046-050,018-347-975,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,426.062744140625,Click for Google StreetView
13414,Geocortex.Gis.Geometries.Polygon,138,1390 BARBERRY DR,"LOT 30, SECTION 6, NEW WEST DISTRICT, PLAN NWP21858",LAND,927030-000,010-544-950,No,21858,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,714.72705078125,Click for Google StreetView
13416,Geocortex.Gis.Geometries.Polygon,149,2919 COAST MERIDIAN RD,"LOT 55, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP19668, GROUP 1",LAND,586552-000,010-541-411,No,19668,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,679.424560546875,Click for Google StreetView
13417,Geocortex.Gis.Geometries.Polygon,150,1321 LARKSPUR DR,"LOT 51, SECTION 6, TOWNSHIP 40, NEW WEST DISTRICT, PLAN NWP22446",LAND,927051-000,001-915-720,No,22446,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,853.254150390625,Click for Google StreetView
13420,Geocortex.Gis.Geometries.Polygon,156,2814 ST CATHERINE ST,"LOT 227, DISTRICT LOT 466&480, NEW WEST DISTRICT, PLAN NWP45195, GROUP 1",LAND,587524-028,005-860-563,No,45195,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,575.3193359375,Click for Google StreetView
13425,Geocortex.Gis.Geometries.Polygon,162,2871 COAST MERIDIAN RD,"LOT 18, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP17811",LAND,587502-000,010-309-756,No,17811,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,735.084716796875,Click for Google StreetView
13429,Geocortex.Gis.Geometries.Polygon,167,1306 AMAZON CRT,"LOT 5, BLOCK 6N, SECTION 6, RANGE 1E, NEW WEST DISTRICT, PLAN LMP22701",LAND,762019-005,023-051-078,No,LMP22701,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,575.724853515625,Click for Google StreetView
13433,Geocortex.Gis.Geometries.Polygon,181,1535 GRANT AVE,"LOT 4, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP13361",LAND,582534-000,009-804-463,No,13361,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,827.896728515625,Click for Google StreetView
13434,Geocortex.Gis.Geometries.Polygon,184,1381 LARKSPUR DR,"LOT 45, SECTION 6, TOWNSHIP 40, NEW WEST DISTRICT, PLAN NWP22445",LAND,927045-000,009-274-839,No,22445,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,800.03076171875,Click for Google StreetView
13435,Geocortex.Gis.Geometries.Polygon,186,1479 RIVERWOOD GATE,"LOT 4, BLOCK 6N, SECTION 6, RANGE 1E, NEW WEST DISTRICT, PLAN LMP8160",LAND,765045-004,018-054-412,No,LMP8160,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,412.762451171875,Click for Google StreetView
13436,Geocortex.Gis.Geometries.Polygon,187,1411 RIVERWOOD GATE,"LOT 63, SECTION 6, NEW WEST DISTRICT, PLAN LMP11337, B6NRIE",LAND,765046-063,018-348-114,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,375.18310546875,Click for Google StreetView
13437,Geocortex.Gis.Geometries.Polygon,188,1548 COQUITLAM AVE,"LOT 385, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP53477",LAND,585543-000,005-136-563,No,53477,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,501.086669921875,Click for Google StreetView
13441,Geocortex.Gis.Geometries.Polygon,196,1445 RHINE CRES,"LOT 32, SECTION 6, NEW WEST DISTRICT, PLAN LMP11337, B6NRIE",LAND,765046-032,018-347-797,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,473.628173828125,Click for Google StreetView
13442,Geocortex.Gis.Geometries.Polygon,197,1541 FRASER AVE,"LOT 67, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP26627",LAND,582524-000,008-876-207,No,26627,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,654.9921875,Click for Google StreetView
13443,Geocortex.Gis.Geometries.Polygon,200,1383 RIVERWOOD GATE,"LOT 8, BLOCK 6N, SECTION 6, RANGE 1E, NEW WEST DISTRICT, PLAN LMP18417",LAND,762020-008,018-929-150,No,LMP18417,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,499.48291015625,Click for Google StreetView
13447,Geocortex.Gis.Geometries.Polygon,209,1541 MANNING AVE,"LOT H, BLOCK 30, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP2294",LAND,584026-000,000-938-408,No,2294,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,373.047119140625,Click for Google StreetView
13449,Geocortex.Gis.Geometries.Polygon,211,1455 RHINE CRES,"LOT 27, SECTION 6, NEW WEST DISTRICT, PLAN LMP11337, B6NRIE",LAND,765046-027,018-347-746,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,473.829833984375,Click for Google StreetView
13450,Geocortex.Gis.Geometries.Polygon,215,1471 RIVERWOOD GATE,"LOT 5, BLOCK 6N, SECTION 6, RANGE 1E, NEW WEST DISTRICT, PLAN LMP8160",LAND,765045-005,018-054-421,No,LMP8160,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,412.741455078125,Click for Google StreetView
13451,Geocortex.Gis.Geometries.Polygon,216,1450 RHINE CRES,"LOT 14, BLOCK 6, SECTION 6, NEW WEST DISTRICT, PLAN LMP11337, B6NRIE",LAND,765046-014,018-347-614,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,422.687744140625,Click for Google StreetView
13455,Geocortex.Gis.Geometries.Polygon,222,1427 RHINE CRES,"LOT 35, SECTION 6, NEW WEST DISTRICT, PLAN LMP11337, B6NRIE",LAND,765046-035,018-347-827,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,427.927001953125,Click for Google StreetView
13456,Geocortex.Gis.Geometries.Polygon,223,1476 RHINE CRES,"LOT 32, SECTION 6, NEW WEST DISTRICT, PLAN LMP18417",LAND,762020-032,018-929-451,No,LMP18417,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,569.316650390625,Click for Google StreetView
13457,Geocortex.Gis.Geometries.Polygon,224,1421 BARBERRY DR,"LOT 33, BLOCK 6N, SECTION 6, RANGE 1E, NEW WEST DISTRICT, PLAN NWP21858",LAND,927033-000,010-545-051,No,21858,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,947.18896484375,Click for Google StreetView
13460,Geocortex.Gis.Geometries.Polygon,231,1410 RHINE CRES,"LOT 14, BLOCK 6, SECTION 6, NEW WEST DISTRICT, PLAN LMP18417",LAND,762020-014,018-929-214,No,LMP18417,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,375.489501953125,Click for Google StreetView
13463,Geocortex.Gis.Geometries.Polygon,234,2715 COAST MERIDIAN RD,"LOT 6, DISTRICT LOT 480, NEW WEST DISTRICT, PLAN NWP19261, GROUP 1, EXCEPTPLAN BCP34688, EXC PT RD ON PL BCP34688",LAND,622092-000,010-470-590,No,19261,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,658.896484375,Click for Google StreetView
13467,Geocortex.Gis.Geometries.Polygon,249,2960 SEFTON ST,"LOT 89, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP35033",LAND,586522-000,007-105-380,No,35033,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,696.400634765625,Click for Google StreetView
13471,Geocortex.Gis.Geometries.Polygon,254,1488 RHINE CRES,"LOT 27, BLOCK 6N, SECTION 6, RANGE 1E, NEW WEST DISTRICT, PLAN LMP18417",LAND,762020-027,018-929-397,No,LMP18417,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,453.2236328125,Click for Google StreetView
13473,Geocortex.Gis.Geometries.Polygon,257,1334 LARKSPUR DR,"LOT 57, SECTION 6, TOWNSHIP 40, NEW WEST DISTRICT, PLAN NWP22446",LAND,927057-000,009-275-151,No,22446,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,696.919189453125,Click for Google StreetView
13476,Geocortex.Gis.Geometries.Polygon,261,1432 RHINE CRES,"LOT 53, SECTION 6, NEW WEST DISTRICT, PLAN LMP11337, B6NRIE",LAND,765046-053,018-348-009,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,465.7294921875,Click for Google StreetView
13477,Geocortex.Gis.Geometries.Polygon,262,1413 RHINE CRES,"LOT 42, SECTION 6, NEW WEST DISTRICT, PLAN LMP11337, B6NRIE",LAND,765046-042,018-347-894,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,555.325439453125,Click for Google StreetView
13478,Geocortex.Gis.Geometries.Polygon,264,2931 ROSEWOOD ST,"LOT 17, SECTION 6, TOWNSHIP 40, NEW WEST DISTRICT, PLAN NWP21039",LAND,927017-000,010-187-197,No,21039,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,724.635498046875,Click for Google StreetView
13479,Geocortex.Gis.Geometries.Polygon,267,1487 RIVERWOOD GATE,"LOT 3, BLOCK 6N, SECTION 6, RANGE 1E, NEW WEST DISTRICT, PLAN LMP8160",LAND,765045-003,018-054-404,No,LMP8160,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,403.764892578125,Click for Google StreetView
13480,Geocortex.Gis.Geometries.Polygon,268,1521 SUFFOLK AVE,"LOT 369, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP53713",LAND,585548-000,005-166-446,No,53713,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,545.654541015625,Click for Google StreetView
13481,Geocortex.Gis.Geometries.Polygon,274,1326 AMAZON CRT,"LOT 11, SECTION 6, NEW WEST DISTRICT, PLAN LMP22701",LAND,762019-011,023-051-132,No,LMP22701,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,390.51708984375,Click for Google StreetView
13483,Geocortex.Gis.Geometries.Polygon,284,2908 ROSEWOOD ST,"LOT 23, BLOCK 6, SECTION 6, NEW WEST DISTRICT, PLAN NWP21039, N RGE 1 E",LAND,927023-000,010-194-053,No,21039,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,701.155517578125,Click for Google StreetView
13484,Geocortex.Gis.Geometries.Polygon,285,1355 BARBERRY DR,"LOT 65, SECTION 6, TOWNSHIP 40, NEW WEST DISTRICT, PLAN NWP22446, PART SW 1/4",LAND,927065-000,000-446-424,No,22446,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,796.673583984375,Click for Google StreetView
13485,Geocortex.Gis.Geometries.Polygon,286,1422 RHINE CRES,"LOT 48, SECTION 6, NEW WEST DISTRICT, PLAN LMP11337, B6NRIE",LAND,765046-048,018-347-959,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,454.62890625,Click for Google StreetView
13487,Geocortex.Gis.Geometries.Polygon,290,1386 RHINE CLOSE,"LOT 22, SECTION 6, NEW WEST DISTRICT, PLAN LMP18417",LAND,762020-022,018-929-338,No,LMP18417,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,871.951416015625,Click for Google StreetView
13494,Geocortex.Gis.Geometries.Polygon,312,1536 ST ALBERT AVE,"LOT 228, DISTRICT LOT 466&480, NEW WEST DISTRICT, PLAN NWP45195",LAND,587524-029,001-904-591,No,45195,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,701.859619140625,Click for Google StreetView
13496,Geocortex.Gis.Geometries.Polygon,316,2855 ROSEWOOD ST,"LOT 12, SECTION 6, TOWNSHIP 40, NEW WEST DISTRICT, PLAN NWP21039, B6NRIE",LAND,927012-000,010-187-057,No,21039,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,1474.0,Click for Google StreetView
13498,Geocortex.Gis.Geometries.Polygon,318,1546 MANNING AVE,"LOT 11, BLOCK 29, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP2294, GROUP 1",LAND,584015-000,012-609-099,No,2294,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,373.460693359375,Click for Google StreetView
13503,Geocortex.Gis.Geometries.Polygon,327,1367 LARKSPUR DR,"LOT 46, SECTION 6, TOWNSHIP 40, NEW WEST DISTRICT, PLAN NWP22445",LAND,927046-000,009-274-847,No,22445,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,746.714599609375,Click for Google StreetView
13507,Geocortex.Gis.Geometries.Polygon,335,1543 GRANT AVE,"LOT 5, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP13361",LAND,582536-000,000-811-505,No,13361,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,827.31103515625,Click for Google StreetView
13512,Geocortex.Gis.Geometries.Polygon,346,1453 RHINE CRES,"LOT 28, BLOCK 6N, SECTION 6, RANGE 1E, NEW WEST DISTRICT, PLAN LMP11337, B6NRIE",LAND,765046-028,018-347-754,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,471.140625,Click for Google StreetView
13513,Geocortex.Gis.Geometries.Polygon,347,1466 RHINE CRES,"LOT 22, SECTION 6, NEW WEST DISTRICT, PLAN LMP11337, B6NRIE",LAND,765046-022,018-347-690,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,610.677978515625,Click for Google StreetView
13514,Geocortex.Gis.Geometries.Polygon,349,1554 WESTMINSTER AVE,"LOT 146, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP40466, GROUP 1",LAND,587517-001,005-338-352,No,40466,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,779.982421875,Click for Google StreetView
13515,Geocortex.Gis.Geometries.Polygon,353,1550 FRASER AVE,"LOT J, BLOCK 30, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP2294, GROUP 1",LAND,584055-000,013-710-320,No,2294,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,746.086181640625,Click for Google StreetView
13516,Geocortex.Gis.Geometries.Polygon,354,2812 COAST MERIDIAN RD,"LOT 7, BLOCK 6N, SECTION 6, RANGE 1E, NEW WEST DISTRICT, PLAN LMP11337",LAND,765046-007,018-347-541,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,404.68603515625,Click for Google StreetView
13520,Geocortex.Gis.Geometries.Polygon,363,1472 RHINE CRES,"LOT 33, SECTION 6, NEW WEST DISTRICT, PLAN LMP18417",LAND,762020-033,018-929-478,No,LMP18417,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,1016.0,Click for Google StreetView
13521,Geocortex.Gis.Geometries.Polygon,364,2910 COAST MERIDIAN RD,"LOT 7, BLOCK 6N, SECTION 6, RANGE 1E, NEW WEST DISTRICT, PLAN NWP20585",LAND,927007-000,008-871-311,No,20585,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,696.944091796875,Click for Google StreetView
13522,Geocortex.Gis.Geometries.Polygon,365,1335 AMAZON CRT,"LOT 14, BLOCK 6N, SECTION 6, RANGE 1E, NEW WEST DISTRICT, PLAN LMP22701",LAND,762019-014,023-051-175,No,LMP22701,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,903.986572265625,Click for Google StreetView
13523,Geocortex.Gis.Geometries.Polygon,366,2973 COAST MERIDIAN RD,"LOT 1, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP71193",LAND,585531-000,003-372-421,No,71193,No,RS2,RESIDENTIAL SINGLE DWELLING 2,1.0,448.265869140625,Click for Google StreetView
13524,Geocortex.Gis.Geometries.Polygon,370,3085 COAST MERIDIAN RD,"LOT 17, BLOCK 30, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP2294, GROUP 1",LAND,584060-001,011-111-534,No,2294,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,373.05419921875,Click for Google StreetView
13525,Geocortex.Gis.Geometries.Polygon,371,1403 BARBERRY DR,"LOT 34, SECTION 6, NEW WEST DISTRICT, PLAN NWP21858",LAND,927034-000,010-545-093,No,21858,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,912.573486328125,Click for Google StreetView
13534,Geocortex.Gis.Geometries.Polygon,380,1426 BARBERRY DR,"LOT 150, SECTION 6, NEW WEST DISTRICT, PLAN NWP32029, B6NRIE",LAND,927028-000,006-657-761,No,32029,No,RS1,RESIDENTIAL SINGLE DWELLING 1,3.0,747.296875,Click for Google StreetView
13536,Geocortex.Gis.Geometries.Polygon,384,1541 WESTMINSTER AVE,"LOT 84, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP35033, GROUP 1",LAND,586573-000,004-401-158,No,35033,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,764.89111328125,Click for Google StreetView
13538,Geocortex.Gis.Geometries.Polygon,391,1425 RIVERWOOD GATE,"LOT 61, SECTION 6, NEW WEST DISTRICT, PLAN LMP11337, B6NRIE",LAND,765046-061,018-348-084,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,374.862548828125,Click for Google StreetView
13540,Geocortex.Gis.Geometries.Polygon,393,1421 RHINE CRES,"LOT 38, SECTION 6, NEW WEST DISTRICT, PLAN LMP11337, B6NRIE",LAND,765046-038,018-347-851,No,LMP11337,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,478.066650390625,Click for Google StreetView
13542,Geocortex.Gis.Geometries.Polygon,401,2847 COAST MERIDIAN RD,"LOT 21, DISTRICT LOT 466, NEW WEST DISTRICT, PLAN NWP17811",LAND,587508-000,010-309-802,No,17811,No,RS1,RESIDENTIAL SINGLE DWELLING 1,1.0,701.61474609375,Click for Google StreetView
13543,Geocortex.Gis.Geometries.Polygon,402,1486 RHINE CRES,"LOT 28, SECTION 6, NEW WEST DISTRICT, PLAN LMP18417",LAND,762020-028,018-929-401,No,LMP18417,No,RS2,RESIDENTIAL SINGLE DWELLING 2,3.0,374.6201171875,Click for Google StreetView
